"DMA","CITY","ST","NETWORK","CALLSIGN","FACIL
ID NO","VIRTUAL CHAN","
DIGITAL CHAN","ANALOG TERMINATION DATE","HRDSHP WVR","NL","SIGNAL & CONSTRUCTION ISSUES","LICENSEE"
"ROCHESTER NY","ROCHESTER","NY","ABC","WHAM-TV",73371,13,13,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"ROCHESTER NY","ROCHESTER","NY","NBC","WHEC-TV",70041,10,10,6/12/09,,,,"WHEC-TV, LLC"
"ROCHESTER NY","ROCHESTER","NY","CBS","WROC-TV",73964,8,45,6/12/09,,,,"NEXSTAR BROADCASTING, INC."
"ROCHESTER NY","ROCHESTER","NY","FOX","WUHF",413,31,28,2/17/09,,,,"WUHF LICENSEE, LLC"
"ROCHESTER NY","ROCHESTER","NY","PBS","WXXI-TV",57274,21,16,6/12/09,,"S",,"WXXI PUBLIC BROADCASTING COUNCIL"
"ROCHESTR-MASON CITY-AUSTIN","AUSTIN","MN","ABC","KAAL",18285,6,36,6/12/09,,,"2% LOSS/PHSD TRAN","KAAL-TV, LLC"
"ROCHESTR-MASON CITY-AUSTIN","AUSTIN","MN","PBS","KSMQ-TV",28510,15,20,5/1/09,,,,"KSMQ PUBLIC SERVICE MEDIA, INC."
"ROCHESTR-MASON CITY-AUSTIN","MASON CITY","IA","CBS","KIMT",66402,3,42,6/12/09,,,"2% LOSS","NVT MASON CITY LICENSEE, LLC"
"ROCHESTR-MASON CITY-AUSTIN","MASON CITY","IA","PBS","KYIN",29086,24,18,6/12/09,,,"2% LOSS","IOWA PUBLIC BROADCASTING BOARD"
"ROCHESTR-MASON CITY-AUSTIN","ROCHESTER","MN","NBC","KTTC",35678,10,10,2/17/09,,,,"KTTC TELEVISION, INC."
"ROCHESTR-MASON CITY-AUSTIN","ROCHESTER","MN","FOX","KXLT-TV",35906,47,46,2/17/09,,,,"SAGAMOREHILL OF MINNESOTA LICENSES, LLC"
"ROCKFORD","FREEPORT","IL","CBS","WIFR",4689,23,41,"Before 2/17/09",,,,"GRAY TELEVISION LICENSEE, LLC"
"ROCKFORD","ROCKFORD","IL","FOX","WQRF-TV",52408,39,42,2/17/09,,,,"NEXSTAR BROADCASTING, INC."
"ROCKFORD","ROCKFORD","IL","NBC","WREX-TV",73940,13,13,2/17/09,,,,"WREX TELEVISION, LLC"
"ROCKFORD","ROCKFORD","IL","ABC","WTVO",72945,17,16,2/17/09,,"E",,"MISSION BROADCASTING, INC."
"SACRAMNTO-STKTON-MODESTO","CERES","CA","ETV","KBSV",4939,23,15,6/12/09,,,,"BET-NAHRAIN, INC."
"SACRAMNTO-STKTON-MODESTO","MODESTO","CA","UNIVISION","KUVS-TV",58609,19,18,6/12/09,,,,"KUVS LICENSE PARTNERSHIP, G.P."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","NBC","KCRA-TV",33875,3,35,6/12/09,,"S","2% LOSS/PHSD TRAN","HEARST-ARGYLE STATIONS, INC."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","CW","KMAX-TV",51499,31,21,6/12/09,,,,"SACRAMENTO TELEVISION STATIONS INC."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","ETV","KSPX-TV",52953,29,48,6/12/09,,,,"ION MEDIA  SACRAMENTO LICENSE, INC."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","FOX","KTXL",10205,40,40,6/12/09,,,"PHASED TRAN","CHANNEL 40, INC."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","PBS","KVIE",35855,6,9,6/12/09,,"S","2% LOSS","KVIE, INC."
"SACRAMNTO-STKTON-MODESTO","SACRAMENTO","CA","ABC","KXTV",25048,10,10,6/12/09,,,,"KXTV, INC."
"SACRAMNTO-STKTON-MODESTO","STOCKTON","CA","CBS","KOVR",56550,13,25,6/12/09,,,,"SACRAMENTO TELEVISION STATIONS, INC"
"SACRAMNTO-STKTON-MODESTO","STOCKTON","CA","MYTV","KQCA",10242,58,46,6/12/09,,,,"HEARST-ARGYLE STATIONS, INC."
"SACRAMNTO-STKTON-MODESTO","STOCKTON","CA","TELEFUTURA","KTFK-TV",20871,64,26,6/12/09,,,"2% LOSS","TELEFUTURA SACRAMENTO LLC"
"SALISBURY","SALISBURY","MD","CBS/FOX","WBOC-TV",71218,16,21,6/12/09,,,,"WBOC, INC."
"SALISBURY","SALISBURY","MD","PBS","WCPB",40618,28,28,"Before 2/17/09",,,,"MARYLAND PUBLIC BROADCASTING COMMISSION"
"SALISBURY","SALISBURY","MD","ABC","WMDT",16455,47,47,"Before 2/17/09",,,,"DELMARVA BROADCAST SERVICE, LLC"
"SALT LAKE CITY","CEDAR CITY","UT","IND","KCSG",59494,4,14,6/12/09,,,"2% LOSS","SOUTHWEST MEDIA, LLC"
"SALT LAKE CITY","ELKO","NV","NBC","KENV",63845,10,10,6/12/09,,,,"RUBY MOUNTAIN BROADCASTING COMPANY"
"SALT LAKE CITY","ELY","NV","NBC","KVNV",86537,3,3,6/12/09,,,,"PMCM TV, LLC"
"SALT LAKE CITY","LOGAN","UT","IND","KUTF",69694,12,12,6/12/09,,,"EXT-DARK","LOGAN 12, INC."
"SALT LAKE CITY","OGDEN","UT","IND","KPNZ",77512,24,24,6/12/09,,,,"KRCA LICENSE, LLC"
"SALT LAKE CITY","OGDEN","UT","CW","KUCW",1136,30,48,6/12/09,,,,"HIGH PLAINS BROADCASTING LICENSE COMPANY LLC"
"SALT LAKE CITY","OGDEN","UT","PBS","KUEN",69582,9,36,6/12/09,,,,"UTAH STATE BOARD OF REGENTS"
"SALT LAKE CITY","PRICE","UT","RTN","KCBU",84277,3,11,"Before 2/17/09",,,"EXT-DARK","PRICE BROADCASTING, INC."
"SALT LAKE CITY","PROVO","UT","PBS","KBYU-TV",6823,11,44,6/12/09,,,,"BRIGHAM YOUNG UNIVERSITY"
"SALT LAKE CITY","PROVO","UT","ION","KUPX-TV",57884,16,29,6/12/09,,,,"ION MEDIA SALT LAKE CITY LICENSE, INC."
"SALT LAKE CITY","PROVO","UT","UNIVISION","KUTH",81451,32,32,6/12/09,,,,"UNIVISION SALT LAKE CITY LLC"
"SALT LAKE CITY","RICHFIELD","UT","PBS","KUES",82576,19,19,"Before 2/17/09",,,,"UNIVERSITY OF UTAH"
"SALT LAKE CITY","ROCK SPRINGS","WY","CBS","KGWR-TV",63170,13,13,2/17/09,"GRNTD",,,"MARK III MEDIA, INC."
"SALT LAKE CITY","SALT LAKE CITY","UT","MYTV","KJZZ-TV",36607,14,46,6/12/09,,,,"LARRY H. MILLER COMMUNICATIONS CORP."
"SALT LAKE CITY","SALT LAKE CITY","UT","NBC","KSL-TV",6359,5,38,6/12/09,,"S","2% LOSS","BONNEVILLE HOLDING COMPANY"
"SALT LAKE CITY","SALT LAKE CITY","UT","FOX","KSTU",22215,13,28,6/12/09,,,,"COMMUNITY TELEVISION OF UTAH LICENSE, LLC"
"SALT LAKE CITY","SALT LAKE CITY","UT","IND","KTMW",10177,20,20,6/12/09,,,"EXT-OPER","ALPHA & OMEGA COMMUNICATIONS, LLC"
"SALT LAKE CITY","SALT LAKE CITY","UT","ABC","KTVX",68889,4,40,6/12/09,,,"2% LOSS","NEWPORT TELEVISION LICENSE LLC"
"SALT LAKE CITY","SALT LAKE CITY","UT","PBS","KUED",69396,7,42,6/12/09,,,,"UNIVERSITY OF UTAH"
"SALT LAKE CITY","SALT LAKE CITY","UT","CBS","KUTV",35823,2,34,6/12/09,,,"2% LOSS","SLC TV LICENSEE CORP."
"SALT LAKE CITY","ST. GEORGE","UT","PBS","KUEW",82585,,18,"DIGITAL ONLY",,,,"UNIVERSITY OF UTAH"
"SALT LAKE CITY","ST. GEORGE","UT","CBS","KUSG",35822,12,9,6/12/09,,,,"SLC TV LICENSEE CORP."
"SAN ANGELO","SAN ANGELO","TX","FOX","KIDY",58560,6,19,"Before 2/17/09",,,"2% LOSS","SAGE BROADCASTING CORPORATION"
"SAN ANGELO","SAN ANGELO","TX","CBS","KLST",31114,8,11,2/17/09,,,"EXT-OPER","NEXSTAR BROADCASTING, INC."
"SAN ANGELO","SAN ANGELO","TX","NBC","KSAN-TV",307,3,16,2/17/09,,"E",,"MISSION BROADCASTING, INC."
"SAN ANTONIO","BLANCO","TX","UNIVISION","KNIC-TV",125710,17,18,6/12/09,,,,"TELEFUTURA PARTNERSHIP OF SAN ANTONIO"
"SAN ANTONIO","DEL RIO","TX","IND","KTRG",55762,10,28,6/12/09,,,"2% LOSS/PHSD TRAN","SATV 10, LLC"
"SAN ANTONIO","EAGLE PASS","TX","MTV TR3S","KVAW",32621,16,24,6/12/09,,,"PHASED TRAN","DR. JOSEPH A. ZAVALETTA"
"SAN ANTONIO","FREDERICKSBURG","TX","CW","KCWX",24316,2,5,6/2/09,,,,"CORRIDOR TELEVISION, L.L.P."
"SAN ANTONIO","KERRVILLE","TX","MYTV","KMYS",51518,35,32,2/17/09,,,,"SAN ANTONIO (KRRT-TV) LICENSEE, INC."
"SAN ANTONIO","SAN ANTONIO","TX","FOX","KABB",56528,29,30,2/17/09,,,,"KABB LICENSEE, LLC"
"SAN ANTONIO","SAN ANTONIO","TX","CBS","KENS",26304,5,39,6/12/09,,," PHSD TRAN","KENS-TV, INC."
"SAN ANTONIO","SAN ANTONIO","TX","TBN","KHCE-TV",27300,23,16,4/16/09,,,,"SAN ANTONIO COMMUNITY  EDUCATIONAL TV, INC."
"SAN ANTONIO","SAN ANTONIO","TX","PBS","KLRN",749,9,9,6/12/09,,,,"ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL"
"SAN ANTONIO","SAN ANTONIO","TX","ABC","KSAT-TV",53118,12,12,6/12/09,,,,"POST-NEWSWEEK STATIONS, SAN ANTONIO, INC."
"SAN ANTONIO","SAN ANTONIO","TX","TELEMUNDO","KVDA",64969,60,38,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"SAN ANTONIO","SAN ANTONIO","TX","UNIVISION","KWEX-TV",35881,41,41,6/12/09,,,,"KWEX LICENSE PARTNERSHIP, L.P."
"SAN ANTONIO","SAN ANTONIO","TX","NBC","WOAI-TV",69618,4,48,6/12/09,,,"2% LOSS","HIGH PLAINS BROADCASTING LICENSE COMPANY LLC"
"SAN ANTONIO","UVALDE","TX","ION","KPXL-TV",61173,26,26,6/12/09,,,,"ION MEDIA  SAN ANTONIO LICENSE, INC."
"SAN DIEGO","SAN DIEGO","CA","CBS","KFMB-TV",42122,8,8,2/17/09,,,,"MIDWEST TELEVISION, INC."
"SAN DIEGO","SAN DIEGO","CA","ABC","KGTV",40876,10,10,2/17/09,,,,"MCGRAW-HILL BROADCASTING COMPANY, INC."
"SAN DIEGO","SAN DIEGO","CA","NBC","KNSD",35277,39,40,6/12/09,,"S",,"STATION VENTURE OPERATIONS, LP"
"SAN DIEGO","SAN DIEGO","CA","PBS","KPBS",6124,15,30,6/12/09,,,,"BOARD OF TRUSTEES FOR SAN DIEGO UNIV."
"SAN DIEGO","SAN DIEGO","CA","FOX","KSWB-TV",58827,69,19,2/17/09,,,,"KSWB INC."
"SAN DIEGO","SAN DIEGO","CA","IND","KUSI-TV",10238,51,18,6/12/09,,,,"CHANNEL 51 OF SAN DIEGO, INC."
"SAN FRANCISCO-OAK-SAN JOSE","CONCORD","CA","TUVISION","KTNC-TV",21533,42,14,6/12/09,,,"EXT-OPER","KTNC LICENSE, LLC"
"SAN FRANCISCO-OAK-SAN JOSE","COTATI","CA","PBS","KRCB",57945,22,23,6/12/09,,,"EXT-OPER","RURAL CALIFORNIA BROADCASTING CORP."
"SAN FRANCISCO-OAK-SAN JOSE","FORT BRAGG","CA","TUVISION","KUNO-TV",8378,8,8,"Before 2/17/09",,,,"CONCORD LICENSE, LLC"
"SAN FRANCISCO-OAK-SAN JOSE","NOVATO","CA","IND","KTLN-TV",49153,68,47,6/12/09,,,,"CHRISTIAN COMMUNICATIONS CHICAGOLAND"
"SAN FRANCISCO-OAK-SAN JOSE","OAKLAND","CA","FOX","KTVU",35703,2,44,6/12/09,,,"2% LOSS","KTVU PARTNERSHIP"
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","CW","KBCW",69619,44,45,6/12/09,,,,"SAN FRANCISCO TELEVISION STATION KBCW INC"
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","IND","KCNS",71586,38,39,2/17/09,,,,"MTB SAN FRANCISCO LICENSEE LLC"
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","UNIVISION","KDTV",33778,14,51,6/12/09,,,,"KDTV LICENSE PARTNERSHIP, G.P."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","ABC","KGO-TV",34470,7,7,6/12/09,,,,"KGO TELEVISION, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","ETV","KMTP-TV",43095,32,33,6/12/09,,,"EXT-OPER","MINORITY TELEVISION PROJECT"
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","IND","KOFY-TV",51189,20,19,2/17/09,,,,"KBWB LICENSE, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","CBS","KPIX-TV",25452,5,29,6/12/09,,,"2% LOSS/PHSD TRAN","CBS BROADCASTING INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","PBS","KQED",35500,9,30,6/12/09,,,"PHASED TRAN","NORTHERN CALIFORNIA  PUBLIC BROADCASTING, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","MYTV","KRON-TV",65526,4,38,6/12/09,,,"2% LOSS/PHSD TRAN","YOUNG BROADCASTING OF SAN FRANCISCO, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN FRANCISCO","CA","IND","KTSF",37511,26,27,6/12/09,,"S","PHASED TRAN","LINCOLN BROADCASTING COMPANY,  A CALIFORNIA LP"
"SAN FRANCISCO-OAK-SAN JOSE","SAN JOSE","CA","IND","KICU-TV",34564,36,36,2/17/09,,,"PHASED TRAN","KTVU PARTNERSHIP"
"SAN FRANCISCO-OAK-SAN JOSE","SAN JOSE","CA","ION","KKPX-TV",22644,65,41,6/12/09,,,"2% LOSS","ION MEDIA SAN JOSE LICENSE, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN JOSE","CA","NBC","KNTV",35280,11,12,6/12/09,,"S",,"NBC TELEMUNDO LICENSE CO."
"SAN FRANCISCO-OAK-SAN JOSE","SAN JOSE","CA","TELEMUNDO","KSTS",64987,48,49,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"SAN FRANCISCO-OAK-SAN JOSE","SAN JOSE","CA","PBS","KTEH",35663,54,50,6/12/09,,,,"NORTHERN CALIFORNIA PUBLIC BROADCASTING, INC."
"SAN FRANCISCO-OAK-SAN JOSE","SAN MATEO","CA","PBS","KCSM-TV",58912,60,43,6/12/09,,,,"SAN MATEO COUNTY COMMUNITY COLLEGE DISTRICT"
"SAN FRANCISCO-OAK-SAN JOSE","SANTA ROSA","CA","IND","KFTY",34440,50,32,2/17/09,,,,"NEWPORT TELEVISION LLC"
"SAN FRANCISCO-OAK-SAN JOSE","VALLEJO","CA","TELEFUTURA","KFSF-TV",51429,66,34,6/12/09,,,,"TELEFUTURA SAN FRANCISCO LLC"
"SANTABARBRA-SANMAR-SANLUOB","SAN LUIS OBISPO","CA","NBC","KSBY",19654,6,15,2/17/09,,,"2% LOSS","KSBY COMMUNICATIONS, INC."
"SANTABARBRA-SANMAR-SANLUOB","SAN LUIS OBISPO","CA","TELEMUNDO","KTAS",12930,33,34,2/17/09,,,,"RAUL & CONSUELO PALAZUELOS"
"SANTABARBRA-SANMAR-SANLUOB","SANTA BARBARA","CA","ABC","KEYT-TV",60637,3,27,2/17/09,,,"2% LOSS","SMITH MEDIA LICENSE HOLDINGS, LLC"
"SANTABARBRA-SANMAR-SANLUOB","SANTA BARBARA","CA","UNIVISION","KPMR",12144,38,21,2/17/09,,,,"ENTRAVISION HOLDINGS, LLC"
"SANTABARBRA-SANMAR-SANLUOB","SANTA MARIA","CA","CBS","KCOY-TV",63165,12,19,2/17/09,,"E",,"COWLES CALIFORNIA MEDIA COMPANY"
"SAVANNAH","BAXLEY","GA","CW","WGSA",69446,34,35,2/17/09,,,"2% LOSS","SOUTHERN TV CORPORATION"
"SAVANNAH","BEAUFORT","SC","PBS","WJWJ-TV",61007,16,44,2/17/09,,,"2% LOSS","SOUTH CAROLINA EDUCATIONAL TELEVISION COMMISSION"
"SAVANNAH","HARDEEVILLE","SC","FOX","WTGS",27245,28,28,2/17/09,,,"PHASED TRAN","PARKIN BROADCASTING OF SAVANNAH LICENSE, LLC"
"SAVANNAH","SAVANNAH","GA","ABC","WJCL",37174,22,22,2/17/09,,,"PHASED TRAN","NVT SAVANNAH LICENSEE, LLC"
"SAVANNAH","SAVANNAH","GA","NBC","WSAV-TV",48662,3,39,6/12/09,,,,"MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"SAVANNAH","SAVANNAH","GA","CBS","WTOC-TV",590,11,11,6/12/09,,,"2% LOSS","WTOC LICENSE SUBSIDIARY, LLC"
"SAVANNAH","SAVANNAH","GA","PBS","WVAN-TV",23947,9,9,2/17/09,,,,"GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION"
"SEATTLE-TACOMA","BELLEVUE","WA","UNIVISION","KUNS-TV",4624,51,50,6/12/09,,,,"FISHER BROADCASTING - BELLEVUE TV, L.L.C."
"SEATTLE-TACOMA","BELLEVUE","WA","ION","KWPX-TV",56852,33,33,2/17/09,,,,"ION MEDIA LICENSE COMPANY, LLC"
"SEATTLE-TACOMA","BELLINGHAM","WA","IND","KBCB",53586,24,19,2/17/09,,,,"WORLD TELEVISION OF WASHINGTON, LLC."
"SEATTLE-TACOMA","BELLINGHAM","WA","IND","KVOS-TV",35862,12,35,2/17/09,,,,"NEWPORT TELEVISION LLC"
"SEATTLE-TACOMA","CENTRALIA","WA","PBS","KCKA",62468,15,19,6/12/09,,"S",,"BATES TECHNICAL COLLEGE"
"SEATTLE-TACOMA","EVERETT","WA","IND","KONG",35396,16,31,6/12/09,,,,"KONG-TV, INC."
"SEATTLE-TACOMA","SEATTLE","WA","PBS","KCTS-TV",33749,9,9,6/12/09,,,,"KCTS TELEVISION"
"SEATTLE-TACOMA","SEATTLE","WA","AMR1/AZAM ","KHCV",49264,45,44,"Before 2/17/09",,,,"NORTH PACIFIC INTERNATIONAL TELEVISION, INC."
"SEATTLE-TACOMA","SEATTLE","WA","NBC","KING-TV",34847,5,48,6/12/09,,"S","2% LOSS","KING BROADCASTING COMPANY"
"SEATTLE-TACOMA","SEATTLE","WA","CBS","KIRO-TV",66781,7,39,6/12/09,,,"2% LOSS","KIRO-TV, INC."
"SEATTLE-TACOMA","SEATTLE","WA","MYTV","KMYQ",69571,22,25,6/12/09,,,,"TRIBUNE TELEVISION HOLDINGS, INC."
"SEATTLE-TACOMA","SEATTLE","WA","ABC","KOMO-TV",21656,4,38,6/12/09,,,"2% LOSS","FISHER BROADCASTING - SEATTLE TV, L.L.C."
"SEATTLE-TACOMA","TACOMA","WA","PBS","KBTC-TV",62469,28,27,6/12/09,,"S",,"BATES TECHNICAL COLLEGE"
"SEATTLE-TACOMA","TACOMA","WA","FOX","KCPQ",33894,13,13,6/12/09,,,,"TRIBUNE TELEVISION NORTHWEST, INC."
"SEATTLE-TACOMA","TACOMA","WA","CW","KSTW",23428,11,11,6/12/09,,,,"THE CW TELEVISION STATIONS INC"
"SEATTLE-TACOMA","TACOMA","WA","TBN","KTBW-TV",67950,20,14,4/16/09,,,,"TRINITY BROADCASTING OF WASHINGTON"
"SEATTLE-TACOMA","TACOMA","WA","REL","KWDK",35419,56,42,"Before 2/17/09",,,,"PUGET SOUND EDUCATIONAL TV, INC."
"SHERMAN-ADA","ADA","OK","NBC","KTEN",35666,10,26,6/12/09,," ",,"CHANNEL 49 ACQUISITION CORPORATION"
"SHERMAN-ADA","SHERMAN","TX","CBS","KXII",35954,12,12,2/17/09,,,,"GRAY TELEVISION LICENSEE, LLC"
"SHREVEPORT","MINDEN","LA","CW","KPXJ",81507,21,21,"Before 2/17/09",,,,"MINDEN TELEVISION CO, LLC"
"SHREVEPORT","SHREVEPORT","LA","PBS","KLTS-TV",38591,24,24,6/12/09,,,"2% LOSS","LOUISIANA EDUCATIONAL TELEVISION AUTHORITY"
"SHREVEPORT","SHREVEPORT","LA","FOX","KMSS-TV",12525,33,34,6/12/09,,,,"COMCORP OF TEXAS LICENSE CORP."
"SHREVEPORT","SHREVEPORT","LA","MYTV","KSHV",73706,45,44,2/17/09,,,,"WHITE KNIGHT B'CASTING OF SHREVEPORT LICENSE CORP."
"SHREVEPORT","SHREVEPORT","LA","CBS","KSLA-TV",70482,12,17,6/12/09,,,"2% LOSS","KSLA LICENSE SUBSIDIARY, LLC"
"SHREVEPORT","SHREVEPORT","LA","ABC","KTBS-TV",35652,3,28,6/12/09,,"S",,"KTBS, INC."
"SHREVEPORT","TEXARKANA","TX","NBC","KTAL-TV",35648,6,15,4/16/09,,"C",,"NEXSTAR BROADCASTING, INC."
"SIOUX CITY","NORFOLK","NE","PBS","KXNE-TV",47995,19,19,"Before 2/17/09",,,,"NEBRASKA EDUCATIONAL TELECOM. COMMISSION"
"SIOUX CITY","SIOUX CITY","IA","ABC","KCAU-TV",11265,9,9,2/17/09,,,,"CITADEL COMMUNICATIONS COMPANY, LTD."
"SIOUX CITY","SIOUX CITY","IA","CBS","KMEG",39665,14,39,2/17/09,,,,"WAITT BROADCASTING, INC."
"SIOUX CITY","SIOUX CITY","IA","FOX","KPTH",77451,44,49,2/17/09,,,,"KPTH LICENSE, LLC"
"SIOUX CITY","SIOUX CITY","IA","PBS","KSIN-TV",29096,27,28,6/12/09,,,,"IOWA PUBLIC BROADCASTING BOARD"
"SIOUX CITY","SIOUX CITY","IA","NBC","KTIV",66170,4,41,2/17/09,,"E","2% LOSS","KTIV TELEVISION, INC."
"SIOUX FALLS (MITCHELL)","ABERDEEN","SD","ABC","KABY-TV",48659,9,9,"Before 2/17/09",,,,"HOAK MEDIA OF DAKOTA LICENSE, LLC"
"SIOUX FALLS (MITCHELL)","ABERDEEN","SD","PBS","KDSD-TV",61064,16,17,2/17/09,,,,"SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","BROOKINGS","SD","PBS","KESD-TV",61067,8,8,2/17/09,,,"2% LOSS","SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","FLORENCE","SD","CBS","KDLO-TV",41975,3,3,6/12/09,,," ","YOUNG BROADCASTING OF SIOUX FALLS, INC."
"SIOUX FALLS (MITCHELL)","HURON","SD","FOX","KTTM ",28501,12,12,"Before 2/17/09",,,,"INDEPENDENT COMMUNICATIONS, INC."
"SIOUX FALLS (MITCHELL)","LOWRY","SD","PBS","KQSD-TV",61063,11,11,2/17/09,,,,"SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","MITCHELL","SD","NBC","KDLV-TV",55375,5,26,"Before 2/17/09",,,"2% LOSS","RED RIVER BROADCAST CO., LLC"
"SIOUX FALLS (MITCHELL)","PIERRE","SD","ABC","KPRY-TV",48660,4,19,2/17/09,,,"2% LOSS","HOAK MEDIA OF DAKOTA LICENSE, LLC"
"SIOUX FALLS (MITCHELL)","PIERRE","SD","PBS","KTSD-TV",61066,10,10,2/17/09,,,,"SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","RELIANCE","SD","CBS","KPLO-TV",41964,6,13,6/12/09,,,"2% LOSS","YOUNG BROADCASTING OF SIOUX FALLS, INC."
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","PBS","KCSD-TV",60728,23,24,2/17/09,,,,"SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","NBC","KDLT-TV",55379,46,47,"Before 2/17/09",,,,"RED RIVER BROADCAST CO., LLC"
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","CBS","KELO-TV",41983,11,11,6/12/09,,,,"YOUNG BROADCASTING OF SIOUX FALLS, INC."
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","ABC","KSFY-TV",48658,13,13,2/17/09,,,,"HOAK MEDIA OF DAKOTA LICENSE, LLC"
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","FOX","KTTW",28521,17,7,2/17/09,,,,"INDEPENDENT COMMUNICATIONS, INC."
"SIOUX FALLS (MITCHELL)","SIOUX FALLS","SD","CW","KWSD",29121,36,36,6/12/09,,,"2% LOSS/PHSD TRAN","J.F. BROADCASTING, LLC"
"SIOUX FALLS (MITCHELL)","VERMILLION","SD","PBS","KUSD-TV",61072,2,34,2/17/09,,,"2% LOSS","SOUTH DAKOTA BOARD OF DIR FOR EDUCATIONAL TELECOM"
"SIOUX FALLS (MITCHELL)","WORTHINGTON","MN","PBS","KSMN",71558,20,15,2/17/09,,,,"WEST CENTRAL MINNESOTA EDUCATIONAL TELEVISION CO."
"SOUTH BEND-ELKHART","ELKHART","IN","FOX","WSJV",74007,28,28,2/17/09,,"E"," ","WSJV TELEVISION, INC."
"SOUTH BEND-ELKHART","SOUTH BEND","IN","IND","WHME-TV",36117,46,48,"Before 2/17/09",,,"PHASED TRAN","LESEA BROADCASTING OF SOUTH BEND, INC."
"SOUTH BEND-ELKHART","SOUTH BEND","IN","NBC","WNDU-TV",41674,16,42,"Before 2/17/09",,"S",,"GRAY TELEVISION LICENSEE, LLC"
"SOUTH BEND-ELKHART","SOUTH BEND","IN","PBS","WNIT",41671,34,35,"Before 2/17/09",,,,"MICHIANA PUBLIC BROADCASTING CORPORATION"
"SOUTH BEND-ELKHART","SOUTH BEND","IN","CBS","WSBT-TV",73983,22,22,2/17/09,,,,"WSBT, INC."
"SPOKANE","COEUR D'ALENE","ID","PBS","KCDT",62424,26,45,6/12/09,,,,"STATE BOARD OF EDUCATION, STATE OF IDAHO"
"SPOKANE","LEWISTON","ID","CBS","KLEW-TV",56032,3,32,6/12/09,,,"2% LOSS/PHSD TRAN","FISHER BROADCASTING - WASHINGTON TV, L.L.C."
"SPOKANE","MOSCOW","ID","PBS","KUID-TV",62382,12,12,6/12/09,,,,"STATE BOARD OF EDUCATION, STATE OF IDAHO"
"SPOKANE","PULLMAN","WA","RTN","KQUP",78921,24,24,6/12/09,,,"EXT-DARK","PULLMAN BROADCASTING, INC."
"SPOKANE","PULLMAN","WA","PBS","KWSU-TV",71024,10,10,"Before 2/17/09",,,,"WASHINGTON STATE UNIVERSITY"
"SPOKANE","SPOKANE","WA","FOX","KAYU-TV",58684,28,28,"Before 2/17/09",,,"PHASED TRAN","MOUNTAIN LICENSES, L.P."
"SPOKANE","SPOKANE","WA","ION","KGPX-TV",81694,34,34,6/12/09,,,,"ION MEDIA  SPOKANE LICENSE, INC."
"SPOKANE","SPOKANE","WA","NBC","KHQ-TV",34537,6,7,2/17/09,,,"2% LOSS/PHSD TRAN","KHQ, INCORPORATED"
"SPOKANE","SPOKANE","WA","CBS","KREM",34868,2,20,6/12/09,,,"2% LOSS","KING BROADCASTING COMPANY"
"SPOKANE","SPOKANE","WA","CW","KSKN",35606,22,36,6/12/09,,,,"KSKN TELEVISION, INC."
"SPOKANE","SPOKANE","WA","PBS","KSPS-TV",61956,7,8,2/17/09,,,,"SPOKANE SCHOOL DISTRICT #81"
